ENSG00000000003.1	gene_1
ENSG00000161914.1	gene_13029
ENSG00000161920.1	gene_13030
ENSG00000161920.2	gene_13031
ENSG00000161920.3	gene_13032
ENSG00000161921.1	gene_13033
ENSG00000161929.1	gene_13034
ENSG00000161940.1	gene_13035
ENSG00000161944.1	gene_13036
ENSG00000161944.2	gene_13037
ENSG00000161955.1	gene_13038
ENSG00000161956.1	gene_13039
ENSG00000161958.1	gene_13040
ENSG00000161960.1	gene_13041
ENSG00000161960.2	gene_13042
ENSG00000161960.3	gene_13043
ENSG00000161960.4	gene_13044
ENSG00000161970.1	gene_13045
ENSG00000161970.2	gene_13046
ENSG00000161970.3	gene_13047
ENSG00000161970.4	gene_13048
ENSG00000161970.5	gene_13049
ENSG00000161973.1	gene_13050
ENSG00000161980.1	gene_13051
ENSG00000161980.2	gene_13052
ENSG00000161981.1	gene_13053
ENSG00000161992.1	gene_13054
ENSG00000161996.1	gene_13055
ENSG00000161999.1	gene_13056
ENSG00000162004.1	gene_13057
ENSG00000162006.1	gene_13058
ENSG00000162009.1	gene_13059
ENSG00000162032.1	gene_13060
ENSG00000162039.1	gene_13061
ENSG00000162040.1	gene_13062
ENSG00000162062.1	gene_13063
ENSG00000162063.1	gene_13064
ENSG00000162065.1	gene_13065
ENSG00000162066.1	gene_13066
ENSG00000162068.1	gene_13067
ENSG00000162069.1	gene_13068
ENSG00000162076.1	gene_13069
ENSG00000162078.1	gene_13070
ENSG00000162086.1	gene_13071
ENSG00000162086.2	gene_13072
ENSG00000162104.1	gene_13073
ENSG00000162105.1	gene_13074
ENSG00000162105.2	gene_13075
ENSG00000162129.1	gene_13076
ENSG00000162139.1	gene_13077
ENSG00000162144.1	gene_13078
ENSG00000162148.1	gene_13079
ENSG00000162174.1	gene_13080
ENSG00000162174.2	gene_13081
ENSG00000162188.1	gene_13082
ENSG00000162191.1	gene_13083
ENSG00000162222.1	gene_13084
ENSG00000162227.1	gene_13085
ENSG00000162231.1	gene_13086
ENSG00000162236.1	gene_13087
ENSG00000162241.1	gene_13088
ENSG00000162244.1	gene_13089
ENSG00000162244.2	gene_13090
ENSG00000162244.3	gene_13091
ENSG00000162244.4	gene_13092
ENSG00000162244.5	gene_13093
ENSG00000162244.6	gene_13094
ENSG00000162267.1	gene_13095
ENSG00000162267.2	gene_13096
ENSG00000162267.3	gene_13097
ENSG00000162298.1	gene_13098
ENSG00000162300.1	gene_13099
ENSG00000162302.1	gene_13100
ENSG00000162337.1	gene_13101
ENSG00000162341.1	gene_13102
ENSG00000162344.1	gene_13103
ENSG00000162366.1	gene_13104
ENSG00000162367.1	gene_13105
ENSG00000162368.1	gene_13106
ENSG00000162374.1	gene_13107
ENSG00000162377.1	gene_13108
ENSG00000162378.1	gene_13109
ENSG00000162383.1	gene_13110
ENSG00000162384.1	gene_13111
ENSG00000162385.1	gene_13112
ENSG00000162390.1	gene_13113
ENSG00000162391.1	gene_13114
ENSG00000162391.2	gene_13115
ENSG00000162391.3	gene_13116
ENSG00000162396.1	gene_13117
ENSG00000162398.1	gene_13118
ENSG00000162399.1	gene_13119
ENSG00000162402.1	gene_13120
ENSG00000162407.1	gene_13121
ENSG00000162408.1	gene_13122
ENSG00000162409.1	gene_13123
ENSG00000162413.1	gene_13124
ENSG00000162415.1	gene_13125
ENSG00000162419.1	gene_13126
ENSG00000162426.1	gene_13127
ENSG00000162430.1	gene_13128
ENSG00000162433.1	gene_13129
ENSG00000162434.1	gene_13130
ENSG00000162437.1	gene_13131
ENSG00000162438.1	gene_13132
ENSG00000162441.1	gene_13133
ENSG00000162444.1	gene_13134
ENSG00000162456.1	gene_13135
ENSG00000162458.1	gene_13136
ENSG00000162460.1	gene_13137
ENSG00000162461.1	gene_13138
ENSG00000162490.1	gene_13139
ENSG00000162493.1	gene_13140
ENSG00000162494.1	gene_13141
ENSG00000162496.1	gene_13142
ENSG00000162510.1	gene_13143
ENSG00000162511.1	gene_13144
ENSG00000162512.1	gene_13145
ENSG00000162517.1	gene_13146
ENSG00000162520.1	gene_13147
ENSG00000162521.1	gene_13148
ENSG00000162522.1	gene_13149
ENSG00000162526.1	gene_13150
ENSG00000162542.1	gene_13151
ENSG00000162543.1	gene_13152
ENSG00000162545.1	gene_13153
ENSG00000162551.1	gene_13154
ENSG00000162552.1	gene_13155
ENSG00000162571.1	gene_13156
ENSG00000162572.1	gene_13157
ENSG00000162576.1	gene_13158
ENSG00000162585.1	gene_13159
ENSG00000162591.1	gene_13160
ENSG00000162591.2	gene_13161
ENSG00000162591.3	gene_13162
ENSG00000162591.4	gene_13163
ENSG00000162592.1	gene_13164
ENSG00000162594.1	gene_13165
ENSG00000162595.1	gene_13166
ENSG00000162598.1	gene_13167
ENSG00000162599.1	gene_13168
ENSG00000162600.1	gene_13169
ENSG00000162601.1	gene_13170
ENSG00000162604.1	gene_13171
ENSG00000162607.1	gene_13172
ENSG00000162613.1	gene_13173
ENSG00000162614.1	gene_13174
ENSG00000162616.1	gene_13175
ENSG00000162618.1	gene_13176
ENSG00000162620.1	gene_13177
ENSG00000162623.1	gene_13178
ENSG00000162624.1	gene_13179
ENSG00000162627.1	gene_13180
ENSG00000162631.1	gene_13181
ENSG00000162636.1	gene_13182
ENSG00000162639.1	gene_13183
ENSG00000162641.1	gene_13184
ENSG00000162642.1	gene_13185
ENSG00000162643.1	gene_13186
ENSG00000162650.1	gene_13187
ENSG00000162654.1	gene_13188
ENSG00000162654.2	gene_13189
ENSG00000162654.3	gene_13190
ENSG00000162654.4	gene_13191
ENSG00000162654.5	gene_13192
ENSG00000162664.1	gene_13193
ENSG00000162669.1	gene_13194
ENSG00000162670.1	gene_13195
ENSG00000162676.1	gene_13196
ENSG00000162687.1	gene_13197
ENSG00000162688.1	gene_13198
ENSG00000162692.1	gene_13199
ENSG00000162694.1	gene_13200
ENSG00000162695.1	gene_13201
ENSG00000162702.1	gene_13202
ENSG00000162704.1	gene_13203
ENSG00000162706.1	gene_13204
ENSG00000162711.1	gene_13205
ENSG00000162714.1	gene_13206
ENSG00000162722.1	gene_13207
ENSG00000162723.1	gene_13208
ENSG00000162728.1	gene_13209
ENSG00000162729.1	gene_13210
ENSG00000162729.2	gene_13211
ENSG00000162733.1	gene_13212
ENSG00000162734.1	gene_13213
ENSG00000162735.1	gene_13214
ENSG00000162736.1	gene_13215
ENSG00000162738.1	gene_13216
ENSG00000162739.1	gene_13217
ENSG00000162745.1	gene_13218
ENSG00000162746.1	gene_13219
ENSG00000162747.1	gene_13220
ENSG00000162753.1	gene_13221
ENSG00000162755.1	gene_13222
ENSG00000162757.1	gene_13223
ENSG00000162761.1	gene_13224
ENSG00000162763.1	gene_13225
ENSG00000162769.1	gene_13226
ENSG00000162771.1	gene_13227
ENSG00000162772.1	gene_13228
ENSG00000162775.1	gene_13229
ENSG00000162777.1	gene_13230
ENSG00000162779.1	gene_13231
ENSG00000162782.1	gene_13232
ENSG00000162783.1	gene_13233
ENSG00000162804.1	gene_13234
ENSG00000162813.1	gene_13235
ENSG00000162814.1	gene_13236
ENSG00000162817.1	gene_13237
ENSG00000162819.1	gene_13238
ENSG00000162836.1	gene_13239
ENSG00000162843.1	gene_13240
ENSG00000162849.1	gene_13241
ENSG00000162851.1	gene_13242
ENSG00000162852.1	gene_13243
ENSG00000162869.1	gene_13244
ENSG00000162873.1	gene_13245
ENSG00000162877.1	gene_13246
ENSG00000162878.1	gene_13247
ENSG00000162881.1	gene_13248
ENSG00000162882.1	gene_13249
ENSG00000162885.1	gene_13250
ENSG00000162889.1	gene_13251
ENSG00000162891.1	gene_13252
ENSG00000162892.1	gene_13253
ENSG00000162894.1	gene_13254
ENSG00000162896.1	gene_13255
ENSG00000162897.1	gene_13256
ENSG00000162909.1	gene_13257
ENSG00000162910.1	gene_13258
ENSG00000162923.1	gene_13259
ENSG00000162924.1	gene_13260
ENSG00000162927.1	gene_13261
ENSG00000162928.1	gene_13262
ENSG00000162929.1	gene_13263
ENSG00000162931.1	gene_13264
ENSG00000162944.1	gene_13265
ENSG00000162946.1	gene_13266
ENSG00000162949.1	gene_13267
ENSG00000162951.1	gene_13268
ENSG00000162959.1	gene_13269
ENSG00000162961.1	gene_13270
ENSG00000162971.1	gene_13271
ENSG00000162972.1	gene_13272
ENSG00000162975.1	gene_13273
ENSG00000162976.1	gene_13274
ENSG00000162980.1	gene_13275
ENSG00000162981.1	gene_13276
ENSG00000162989.1	gene_13277
ENSG00000162992.1	gene_13278
ENSG00000162994.1	gene_13279
ENSG00000162998.1	gene_13280
ENSG00000162999.1	gene_13281
ENSG00000163001.1	gene_13282
ENSG00000163002.1	gene_13283
ENSG00000163006.1	gene_13284
ENSG00000163012.1	gene_13285
ENSG00000163013.1	gene_13286
ENSG00000163017.1	gene_13287
ENSG00000163026.1	gene_13288
ENSG00000163029.1	gene_13289
ENSG00000163032.1	gene_13290
ENSG00000163041.1	gene_13291
ENSG00000163041.2	gene_13292
ENSG00000163041.3	gene_13293
ENSG00000163041.4	gene_13294
ENSG00000163041.5	gene_13295
ENSG00000163041.6	gene_13296
ENSG00000163041.7	gene_13297
ENSG00000163046.1	gene_13298
ENSG00000163050.1	gene_13299
ENSG00000163053.1	gene_13300
ENSG00000163060.1	gene_13301
ENSG00000163064.1	gene_13302
ENSG00000163069.1	gene_13303
ENSG00000163071.1	gene_13304
ENSG00000163072.1	gene_13305
ENSG00000163075.1	gene_13306
ENSG00000163082.1	gene_13307
ENSG00000163083.1	gene_13308
ENSG00000163092.1	gene_13309
ENSG00000163093.1	gene_13310
ENSG00000163104.1	gene_13311
ENSG00000163106.1	gene_13312
ENSG00000163110.1	gene_13313
ENSG00000163114.1	gene_13314
ENSG00000163116.1	gene_13315
ENSG00000163121.1	gene_13316
ENSG00000163125.1	gene_13317
ENSG00000163126.1	gene_13318
ENSG00000163131.1	gene_13319
ENSG00000163132.1	gene_13320
ENSG00000163138.1	gene_13321
ENSG00000163141.1	gene_13322
ENSG00000163145.1	gene_13323
ENSG00000163154.1	gene_13324
ENSG00000163155.1	gene_13325
ENSG00000163156.1	gene_13326
ENSG00000163157.1	gene_13327
ENSG00000163159.1	gene_13328
ENSG00000163161.1	gene_13329
ENSG00000163162.1	gene_13330
ENSG00000163166.1	gene_13331
ENSG00000163170.1	gene_13332
ENSG00000163171.1	gene_13333
ENSG00000163191.1	gene_13334
ENSG00000163191.2	gene_13335
ENSG00000163207.1	gene_13336
ENSG00000163207.2	gene_13337
ENSG00000163207.3	gene_13338
ENSG00000163209.1	gene_13339
ENSG00000163209.2	gene_13340
ENSG00000163209.3	gene_13341
ENSG00000163214.1	gene_13342
ENSG00000163217.1	gene_13343
ENSG00000163219.1	gene_13344
ENSG00000163220.1	gene_13345
ENSG00000163221.1	gene_13346
ENSG00000163235.1	gene_13347
ENSG00000163239.1	gene_13348
ENSG00000163249.1	gene_13349
ENSG00000163249.10	gene_13350
ENSG00000163249.11	gene_13351
ENSG00000163249.12	gene_13352
ENSG00000163249.13	gene_13353
ENSG00000163249.14	gene_13354
ENSG00000163249.15	gene_13355
ENSG00000163249.16	gene_13356
ENSG00000163249.17	gene_13357
ENSG00000163249.18	gene_13358
ENSG00000163249.19	gene_13359
ENSG00000163249.2	gene_13360
ENSG00000163249.20	gene_13361
ENSG00000163249.21	gene_13362
ENSG00000163249.22	gene_13363
ENSG00000163249.23	gene_13364
ENSG00000163249.24	gene_13365
ENSG00000163249.25	gene_13366
ENSG00000163249.26	gene_13367
ENSG00000163249.27	gene_13368
ENSG00000163249.28	gene_13369
ENSG00000163249.29	gene_13370
ENSG00000163249.3	gene_13371
ENSG00000163249.30	gene_13372
ENSG00000163249.31	gene_13373
ENSG00000163249.32	gene_13374
ENSG00000163249.33	gene_13375
ENSG00000163249.34	gene_13376
ENSG00000163249.35	gene_13377
ENSG00000163249.36	gene_13378
ENSG00000163249.37	gene_13379
ENSG00000163249.38	gene_13380
ENSG00000163249.39	gene_13381
ENSG00000163249.4	gene_13382
ENSG00000163249.40	gene_13383
ENSG00000163249.41	gene_13384
ENSG00000163249.42	gene_13385
ENSG00000163249.43	gene_13386
ENSG00000163249.44	gene_13387
ENSG00000163249.45	gene_13388
ENSG00000163249.46	gene_13389
ENSG00000163249.47	gene_13390
ENSG00000163249.48	gene_13391
ENSG00000163249.49	gene_13392
ENSG00000163249.5	gene_13393
ENSG00000163249.50	gene_13394
ENSG00000163249.51	gene_13395
ENSG00000163249.52	gene_13396
ENSG00000163249.53	gene_13397
ENSG00000163249.6	gene_13398
ENSG00000163249.7	gene_13399
ENSG00000163249.8	gene_13400
ENSG00000163249.9	gene_13401
ENSG00000163251.1	gene_13402
ENSG00000163251.2	gene_13403
ENSG00000163254.1	gene_13404
ENSG00000163257.1	gene_13405
ENSG00000163263.1	gene_13406
ENSG00000163273.1	gene_13407
ENSG00000163281.1	gene_13408
ENSG00000163285.1	gene_13409
ENSG00000163288.1	gene_13410
ENSG00000163291.1	gene_13411
ENSG00000163293.1	gene_13412
ENSG00000163295.1	gene_13413
ENSG00000163295.2	gene_13414
ENSG00000163295.3	gene_13415
ENSG00000163295.4	gene_13416
ENSG00000163297.1	gene_13417
ENSG00000163312.1	gene_13418
ENSG00000163319.1	gene_13419
ENSG00000163320.1	gene_13420
ENSG00000163322.1	gene_13421
ENSG00000163328.1	gene_13422
ENSG00000163331.1	gene_13423
ENSG00000163344.1	gene_13424
ENSG00000163346.1	gene_13425
ENSG00000163347.1	gene_13426
ENSG00000163347.2	gene_13427
ENSG00000163348.1	gene_13428
ENSG00000163349.1	gene_13429
ENSG00000163352.1	gene_13430
ENSG00000163354.1	gene_13431
ENSG00000163357.1	gene_13432
ENSG00000163359.1	gene_13433
ENSG00000163362.1	gene_13434
ENSG00000163376.1	gene_13435
ENSG00000163377.1	gene_13436
ENSG00000163378.1	gene_13437
ENSG00000163380.1	gene_13438
ENSG00000163382.1	gene_13439
ENSG00000163389.1	gene_13440
ENSG00000163393.1	gene_13441
ENSG00000163394.1	gene_13442
ENSG00000163395.1	gene_13443
ENSG00000163395.2	gene_13444
ENSG00000163399.1	gene_13445
ENSG00000163399.2	gene_13446
ENSG00000163399.3	gene_13447
ENSG00000163406.1	gene_13448
ENSG00000163412.1	gene_13449
ENSG00000163421.1	gene_13450
ENSG00000163424.1	gene_13451
ENSG00000163428.1	gene_13452
ENSG00000163430.1	gene_13453
ENSG00000163431.1	gene_13454
ENSG00000163435.1	gene_13455
ENSG00000163435.2	gene_13456
ENSG00000163440.1	gene_13457
ENSG00000163444.1	gene_13458
ENSG00000163449.1	gene_13459
ENSG00000163453.1	gene_13460
ENSG00000163462.1	gene_13461
ENSG00000163463.1	gene_13462
ENSG00000163464.1	gene_13463
ENSG00000163466.1	gene_13464
ENSG00000163466.2	gene_13465
ENSG00000163468.1	gene_13466
ENSG00000163472.1	gene_13467
ENSG00000163481.1	gene_13468
ENSG00000163482.1	gene_13469
ENSG00000163485.1	gene_13470
ENSG00000163491.1	gene_13471
ENSG00000163492.1	gene_13472
ENSG00000163497.1	gene_13473
ENSG00000163501.1	gene_13474
ENSG00000163507.1	gene_13475
ENSG00000163508.1	gene_13476
ENSG00000163510.1	gene_13477
ENSG00000163510.2	gene_13478
ENSG00000163512.1	gene_13479
ENSG00000163512.2	gene_13480
ENSG00000163513.1	gene_13481
ENSG00000163515.1	gene_13482
ENSG00000163516.1	gene_13483
ENSG00000163517.1	gene_13484
ENSG00000163519.1	gene_13485
ENSG00000163520.1	gene_13486
ENSG00000163521.1	gene_13487
ENSG00000163527.1	gene_13488
ENSG00000163528.1	gene_13489
ENSG00000163528.2	gene_13490
ENSG00000163528.3	gene_13491
ENSG00000163528.4	gene_13492
ENSG00000163530.1	gene_13493
ENSG00000163531.1	gene_13494
ENSG00000163534.1	gene_13495
ENSG00000163535.1	gene_13496
ENSG00000163536.1	gene_13497
ENSG00000163539.1	gene_13498
ENSG00000163541.1	gene_13499
ENSG00000163545.1	gene_13500
ENSG00000163554.1	gene_13501
ENSG00000163558.1	gene_13502
ENSG00000163576.1	gene_13503
ENSG00000163577.1	gene_13504
ENSG00000163581.1	gene_13505
ENSG00000163584.1	gene_13506
ENSG00000163586.1	gene_13507
ENSG00000163590.1	gene_13508
ENSG00000163596.1	gene_13509
ENSG00000163599.1	gene_13510
ENSG00000163600.1	gene_13511
ENSG00000163602.1	gene_13512
ENSG00000163605.1	gene_13513
ENSG00000163606.1	gene_13514
ENSG00000163607.1	gene_13515
ENSG00000163608.1	gene_13516
ENSG00000163611.1	gene_13517
ENSG00000163617.1	gene_13518
ENSG00000163618.1	gene_13519
ENSG00000163623.1	gene_13520
ENSG00000163624.1	gene_13521
ENSG00000163625.1	gene_13522
ENSG00000163626.1	gene_13523
ENSG00000163629.1	gene_13524
ENSG00000163630.1	gene_13525
ENSG00000163631.1	gene_13526
ENSG00000163631.2	gene_13527
ENSG00000163631.3	gene_13528
ENSG00000163632.1	gene_13529
ENSG00000163634.1	gene_13530
ENSG00000163635.1	gene_13531
ENSG00000163636.1	gene_13532
ENSG00000163637.1	gene_13533
ENSG00000163638.1	gene_13534
ENSG00000163644.1	gene_13535
ENSG00000163645.1	gene_13536
ENSG00000163646.1	gene_13537
ENSG00000163655.1	gene_13538
ENSG00000163659.1	gene_13539
ENSG00000163660.1	gene_13540
ENSG00000163666.1	gene_13541
ENSG00000163673.1	gene_13542
ENSG00000163681.1	gene_13543
ENSG00000163682.1	gene_13544
ENSG00000163682.2	gene_13545
ENSG00000163682.3	gene_13546
ENSG00000163682.4	gene_13547
ENSG00000163683.1	gene_13548
ENSG00000163684.1	gene_13549
ENSG00000163686.1	gene_13550
ENSG00000163687.1	gene_13551
ENSG00000163689.1	gene_13552
ENSG00000163694.1	gene_13553
ENSG00000163697.1	gene_13554
ENSG00000163701.1	gene_13555
ENSG00000163702.1	gene_13556
ENSG00000163703.1	gene_13557
ENSG00000163704.1	gene_13558
ENSG00000163705.1	gene_13559
ENSG00000163710.1	gene_13560
ENSG00000163714.1	gene_13561
ENSG00000163714.2	gene_13562
ENSG00000163719.1	gene_13563
ENSG00000163728.1	gene_13564
ENSG00000163736.1	gene_13565
ENSG00000163736.2	gene_13566
ENSG00000163737.1	gene_13567
ENSG00000163738.1	gene_13568
ENSG00000163743.1	gene_13569
ENSG00000163749.1	gene_13570
ENSG00000163751.1	gene_13571
ENSG00000163754.1	gene_13572
ENSG00000163755.1	gene_13573
ENSG00000163762.1	gene_13574
ENSG00000163781.1	gene_13575
ENSG00000163785.1	gene_13576
ENSG00000163788.1	gene_13577
ENSG00000163788.2	gene_13578
ENSG00000163788.3	gene_13579
ENSG00000163788.4	gene_13580
ENSG00000163792.1	gene_13581
ENSG00000163793.1	gene_13582
ENSG00000163794.1	gene_13583
ENSG00000163795.1	gene_13584
ENSG00000163798.1	gene_13585
ENSG00000163798.2	gene_13586
ENSG00000163803.1	gene_13587
ENSG00000163806.1	gene_13588
ENSG00000163807.1	gene_13589
ENSG00000163808.1	gene_13590
ENSG00000163808.2	gene_13591
ENSG00000163811.1	gene_13592
ENSG00000163812.1	gene_13593
ENSG00000163814.1	gene_13594
ENSG00000163815.1	gene_13595
ENSG00000163817.1	gene_13596
ENSG00000163818.1	gene_13597
ENSG00000163820.1	gene_13598
ENSG00000163823.1	gene_13599
ENSG00000163825.1	gene_13600
ENSG00000163827.1	gene_13601
ENSG00000163832.1	gene_13602
ENSG00000163833.1	gene_13603
ENSG00000163840.1	gene_13604
ENSG00000163840.2	gene_13605
ENSG00000163848.1	gene_13606
ENSG00000163864.1	gene_13607
ENSG00000163866.1	gene_13608
ENSG00000163866.2	gene_13609
ENSG00000163866.3	gene_13610
ENSG00000163867.1	gene_13611
ENSG00000163867.2	gene_13612
ENSG00000163867.3	gene_13613
ENSG00000163867.4	gene_13614
ENSG00000163867.5	gene_13615
ENSG00000163870.1	gene_13616
ENSG00000163870.2	gene_13617
ENSG00000163872.1	gene_13618
ENSG00000163873.1	gene_13619
ENSG00000163874.1	gene_13620
ENSG00000163875.1	gene_13621
ENSG00000163877.1	gene_13622
ENSG00000163877.2	gene_13623
ENSG00000163879.1	gene_13624
ENSG00000163882.1	gene_13625
ENSG00000163882.2	gene_13626
ENSG00000163884.1	gene_13627
ENSG00000163884.2	gene_13628
ENSG00000163885.1	gene_13629
ENSG00000163888.1	gene_13630
ENSG00000163898.1	gene_13631
ENSG00000163900.1	gene_13632
ENSG00000163902.1	gene_13633
ENSG00000163904.1	gene_13634
ENSG00000163909.1	gene_13635
ENSG00000163913.1	gene_13636
ENSG00000163914.1	gene_13637
ENSG00000163918.1	gene_13638
ENSG00000163930.1	gene_13639
ENSG00000163931.1	gene_13640
ENSG00000163932.1	gene_13641
ENSG00000163933.1	gene_13642
ENSG00000163935.1	gene_13643
ENSG00000163938.1	gene_13644
ENSG00000163939.1	gene_13645
ENSG00000163945.1	gene_13646
ENSG00000163946.1	gene_13647
ENSG00000163947.1	gene_13648
ENSG00000163950.1	gene_13649
ENSG00000163950.2	gene_13650
ENSG00000163950.3	gene_13651
ENSG00000163956.1	gene_13652
ENSG00000163958.1	gene_13653
ENSG00000163960.1	gene_13654
ENSG00000163961.1	gene_13655
ENSG00000163961.2	gene_13656
ENSG00000163961.3	gene_13657
ENSG00000163964.1	gene_13658
ENSG00000163975.1	gene_13659
ENSG00000163982.1	gene_13660
ENSG00000163993.1	gene_13661
ENSG00000163995.1	gene_13662
ENSG00000164002.1	gene_13663
ENSG00000164007.1	gene_13664
ENSG00000164008.1	gene_13665
ENSG00000164010.1	gene_13666
ENSG00000164010.2	gene_13667
ENSG00000164011.1	gene_13668
ENSG00000164022.1	gene_13669
ENSG00000164023.1	gene_13670
ENSG00000164024.1	gene_13671
ENSG00000164031.1	gene_13672
ENSG00000164032.1	gene_13673
ENSG00000164032.2	gene_13674
ENSG00000164035.1	gene_13675
ENSG00000164037.1	gene_13676
ENSG00000164037.2	gene_13677
ENSG00000164038.1	gene_13678
ENSG00000164039.1	gene_13679
ENSG00000164040.1	gene_13680
ENSG00000164045.1	gene_13681
ENSG00000164045.2	gene_13682
ENSG00000164045.3	gene_13683
ENSG00000164047.1	gene_13684
ENSG00000164047.2	gene_13685
ENSG00000164047.3	gene_13686
ENSG00000164047.4	gene_13687
ENSG00000164049.1	gene_13688
ENSG00000164049.2	gene_13689
ENSG00000164049.3	gene_13690
ENSG00000164050.1	gene_13691
ENSG00000164050.2	gene_13692
ENSG00000164051.1	gene_13693
ENSG00000164053.1	gene_13694
ENSG00000164054.1	gene_13695
ENSG00000164056.1	gene_13696
ENSG00000164061.1	gene_13697
ENSG00000164062.1	gene_13698
ENSG00000164066.1	gene_13699
ENSG00000164068.1	gene_13700
ENSG00000164068.2	gene_13701
ENSG00000164070.1	gene_13702
ENSG00000164073.1	gene_13703
ENSG00000164074.1	gene_13704
ENSG00000164076.1	gene_13705
ENSG00000164077.1	gene_13706
ENSG00000164078.1	gene_13707
ENSG00000164080.1	gene_13708
ENSG00000164081.1	gene_13709
ENSG00000164082.1	gene_13710
ENSG00000164086.1	gene_13711
ENSG00000164087.1	gene_13712
ENSG00000164088.1	gene_13713
ENSG00000164089.1	gene_13714
ENSG00000164091.1	gene_13715
ENSG00000164093.1	gene_13716
ENSG00000164099.1	gene_13717
ENSG00000164104.1	gene_13718
ENSG00000164104.2	gene_13719
ENSG00000164105.1	gene_13720
ENSG00000164106.1	gene_13721
ENSG00000164107.1	gene_13722
ENSG00000164109.1	gene_13723
ENSG00000164109.2	gene_13724
ENSG00000164109.3	gene_13725
ENSG00000164109.4	gene_13726
ENSG00000164111.1	gene_13727
ENSG00000164112.1	gene_13728
ENSG00000164113.1	gene_13729
ENSG00000164114.1	gene_13730
ENSG00000164116.1	gene_13731
ENSG00000164117.1	gene_13732
ENSG00000164118.1	gene_13733
ENSG00000164120.1	gene_13734
ENSG00000164122.1	gene_13735
ENSG00000164123.1	gene_13736
ENSG00000164124.1	gene_13737
ENSG00000164125.1	gene_13738
ENSG00000164128.1	gene_13739
ENSG00000164128.2	gene_13740
ENSG00000164129.1	gene_13741
ENSG00000164134.1	gene_13742
ENSG00000164136.1	gene_13743
ENSG00000164142.1	gene_13744
ENSG00000164144.1	gene_13745
ENSG00000164151.1	gene_13746
ENSG00000164161.1	gene_13747
ENSG00000164162.1	gene_13748
ENSG00000164163.1	gene_13749
ENSG00000164164.1	gene_13750
ENSG00000164167.1	gene_13751
ENSG00000164168.1	gene_13752
ENSG00000164169.1	gene_13753
ENSG00000164171.1	gene_13754
ENSG00000164172.1	gene_13755
ENSG00000164175.1	gene_13756
ENSG00000164176.1	gene_13757
ENSG00000164180.1	gene_13758
ENSG00000164180.2	gene_13759
ENSG00000164180.3	gene_13760
ENSG00000164181.1	gene_13761
ENSG00000164182.1	gene_13762
ENSG00000164185.1	gene_13763
ENSG00000164187.1	gene_13764
ENSG00000164188.1	gene_13765
ENSG00000164190.1	gene_13766
ENSG00000164190.2	gene_13767
ENSG00000164197.1	gene_13768
ENSG00000164199.1	gene_13769
ENSG00000164209.1	gene_13770
ENSG00000164211.1	gene_13771
ENSG00000164211.2	gene_13772
ENSG00000164219.1	gene_13773
ENSG00000164221.1	gene_13774
ENSG00000164236.1	gene_13775
ENSG00000164237.1	gene_13776
ENSG00000164241.1	gene_13777
ENSG00000164244.1	gene_13778
ENSG00000164251.1	gene_13779
ENSG00000164252.1	gene_13780
ENSG00000164253.1	gene_13781
ENSG00000164256.1	gene_13782
ENSG00000164256.2	gene_13783
ENSG00000164256.3	gene_13784
ENSG00000164256.4	gene_13785
ENSG00000164258.1	gene_13786
ENSG00000164265.1	gene_13787
ENSG00000164266.1	gene_13788
ENSG00000164270.1	gene_13789
ENSG00000164283.1	gene_13790
ENSG00000164284.1	gene_13791
ENSG00000164291.1	gene_13792
ENSG00000164292.1	gene_13793
ENSG00000164294.1	gene_13794
ENSG00000164296.1	gene_13795
ENSG00000164299.1	gene_13796
ENSG00000164300.1	gene_13797
ENSG00000164303.1	gene_13798
ENSG00000164304.1	gene_13799
ENSG00000164305.1	gene_13800
ENSG00000164306.1	gene_13801
ENSG00000164307.1	gene_13802
ENSG00000164308.1	gene_13803
ENSG00000164309.1	gene_13804
ENSG00000164318.1	gene_13805
ENSG00000164323.1	gene_13806
ENSG00000164325.1	gene_13807
ENSG00000164326.1	gene_13808
ENSG00000164327.1	gene_13809
ENSG00000164329.1	gene_13810
ENSG00000164330.1	gene_13811
ENSG00000164331.1	gene_13812
ENSG00000164332.1	gene_13813
ENSG00000164334.1	gene_13814
ENSG00000164334.10	gene_13815
ENSG00000164334.11	gene_13816
ENSG00000164334.12	gene_13817
ENSG00000164334.13	gene_13818
ENSG00000164334.14	gene_13819
ENSG00000164334.15	gene_13820
ENSG00000164334.16	gene_13821
ENSG00000164334.2	gene_13822
ENSG00000164334.3	gene_13823
ENSG00000164334.4	gene_13824
ENSG00000164334.5	gene_13825
ENSG00000164334.6	gene_13826
ENSG00000164334.7	gene_13827
ENSG00000164334.8	gene_13828
ENSG00000164334.9	gene_13829
ENSG00000164338.1	gene_13830
ENSG00000164342.1	gene_13831
ENSG00000164344.1	gene_13832
ENSG00000164346.1	gene_13833
ENSG00000164347.1	gene_13834
ENSG00000164362.1	gene_13835
ENSG00000164363.1	gene_13836
ENSG00000164366.1	gene_13837
ENSG00000164366.2	gene_13838
ENSG00000164379.1	gene_13839
ENSG00000164398.1	gene_13840
ENSG00000164399.1	gene_13841
ENSG00000164400.1	gene_13842
ENSG00000164402.1	gene_13843
ENSG00000164403.1	gene_13844
ENSG00000164404.1	gene_13845
ENSG00000164405.1	gene_13846
ENSG00000164406.1	gene_13847
ENSG00000164411.1	gene_13848
ENSG00000164414.1	gene_13849
ENSG00000164418.1	gene_13850
