velifer_IDmodified-gene-14 ENSG00000185385.35
velifer_evm.TU.SUPER__4.1010 ENSG00000124260.9
velifer_evm.TU.SUPER__4.1012 ENSG00000283697.6
velifer_evm.TU.SUPER__4.1014 ENSG00000197620.5
velifer_evm.TU.SUPER__4.1015 ENSG00000124260.10
velifer_evm.TU.SUPER__4.1017 ENSG00000185247.9
velifer_evm.TU.SUPER__4.1018 ENSG00000124260.11
velifer_evm.TU.SUPER__4.1019 ENSG00000283697.7
velifer_evm.TU.SUPER__4.1020 ENSG00000283697.8
velifer_evm.TU.SUPER__4.1022 ENSG00000283697.9
velifer_evm.TU.SUPER__4.1025 ENSG00000185247.10
velifer_evm.TU.SUPER__4.1026 ENSG00000011677.1
velifer_evm.TU.SUPER__4.1031 ENSG00000147381.2
velifer_evm.TU.SUPER__4.1032 ENSG00000197620.6
velifer_evm.TU.SUPER__4.1033 ENSG00000124260.12
velifer_evm.TU.SUPER__4.1034 ENSG00000185247.11
velifer_evm.TU.SUPER__4.1035 ENSG00000147400.1
velifer_evm.TU.SUPER__4.1038 ENSG00000197756.2
velifer_evm.TU.SUPER__4.104 ENSG00000102174.1
velifer_evm.TU.SUPER__4.1040 ENSG00000147394.1
velifer_evm.TU.SUPER__4.1041 ENSG00000198883.1
velifer_evm.TU.SUPER__4.1043 ENSG00000235961.1
velifer_evm.TU.SUPER__4.1046 ENSG00000235961.2
velifer_evm.TU.SUPER__4.1048 ENSG00000183837.1
velifer_evm.TU.SUPER__4.1049 ENSG00000278803.1
velifer_evm.TU.SUPER__4.1050 ENSG00000213523.1
velifer_evm.TU.SUPER__4.1051 ENSG00000172967.1
velifer_evm.TU.SUPER__4.1052 ENSG00000157502.1
velifer_evm.TU.SUPER__4.1053 ENSG00000225110.1
velifer_evm.TU.SUPER__4.1056 ENSG00000213397.1
velifer_evm.TU.SUPER__4.1057 ENSG00000106823.2
velifer_evm.TU.SUPER__4.1058 ENSG00000182492.1
velifer_evm.TU.SUPER__4.1060 ENSG00000067842.1
velifer_evm.TU.SUPER__4.1061 ENSG00000262919.46
velifer_evm.TU.SUPER__4.1062 ENSG00000130829.1
velifer_evm.TU.SUPER__4.1065 ENSG00000130821.2
velifer_evm.TU.SUPER__4.1067 ENSG00000101986.1
velifer_evm.TU.SUPER__4.1068 ENSG00000198753.1
velifer_evm.TU.SUPER__4.1069 ENSG00000184343.1
velifer_evm.TU.SUPER__4.1070 ENSG00000067829.1
velifer_evm.TU.SUPER__4.1071 ENSG00000180879.1
velifer_evm.TU.SUPER__4.1072 ENSG00000067840.1
velifer_evm.TU.SUPER__4.1074 ENSG00000126895.1
velifer_evm.TU.SUPER__4.1075 ENSG00000089820.1
velifer_evm.TU.SUPER__4.1076 ENSG00000102030.1
velifer_evm.TU.SUPER__4.1078 ENSG00000172534.1
velifer_evm.TU.SUPER__4.1079 ENSG00000177854.1
velifer_evm.TU.SUPER__4.1080 ENSG00000184216.2
velifer_evm.TU.SUPER__4.1081 ENSG00000169057.1
velifer_evm.TU.SUPER__4.1083 ENSG00000102076.1
velifer_evm.TU.SUPER__4.1084 ENSG00000278057.1
velifer_evm.TU.SUPER__4.1085 ENSG00000007350.2
velifer_evm.TU.SUPER__4.1086 ENSG00000102119.1
velifer_evm.TU.SUPER__4.1087 ENSG00000196924.1
velifer_evm.TU.SUPER__4.1089 ENSG00000147403.7
velifer_evm.TU.SUPER__4.109 ENSG00000177202.1
velifer_evm.TU.SUPER__4.1090 ENSG00000013563.1
velifer_evm.TU.SUPER__4.1092 ENSG00000071553.1
velifer_evm.TU.SUPER__4.1093 ENSG00000203879.1
velifer_evm.TU.SUPER__4.1094 ENSG00000071859.2
velifer_evm.TU.SUPER__4.1096 ENSG00000130827.1
velifer_evm.TU.SUPER__4.1097 ENSG00000196976.4
velifer_evm.TU.SUPER__4.11 ENSG00000005302.1
velifer_evm.TU.SUPER__4.110 ENSG00000080007.1
velifer_evm.TU.SUPER__4.1100 ENSG00000071889.1
velifer_evm.TU.SUPER__4.1101 ENSG00000160211.2
velifer_evm.TU.SUPER__4.1105 ENSG00000268651.3
velifer_evm.TU.SUPER__4.1106 ENSG00000196976.5
velifer_evm.TU.SUPER__4.1107 ENSG00000215115.1
velifer_evm.TU.SUPER__4.1109 ENSG00000268651.4
velifer_evm.TU.SUPER__4.1112 ENSG00000130826.1
velifer_evm.TU.SUPER__4.1113 ENSG00000130830.1
velifer_evm.TU.SUPER__4.1114 ENSG00000203870.1
velifer_evm.TU.SUPER__4.1115 ENSG00000185010.2
velifer_evm.TU.SUPER__4.1117 ENSG00000182712.2
velifer_evm.TU.SUPER__4.1119 ENSG00000214827.5
velifer_evm.TU.SUPER__4.112 ENSG00000165186.2
velifer_evm.TU.SUPER__4.1120 ENSG00000185515.1
velifer_evm.TU.SUPER__4.1121 ENSG00000073921.2
velifer_evm.TU.SUPER__4.1122 ENSG00000155959.1
velifer_evm.TU.SUPER__4.1123 ENSG00000155961.1
velifer_evm.TU.SUPER__4.1124 ENSG00000196262.14
velifer_evm.TU.SUPER__4.1125 ENSG00000155962.1
velifer_evm.TU.SUPER__4.1126 ENSG00000277858.1
velifer_evm.TU.SUPER__4.1127 ENSG00000288722.2
velifer_evm.TU.SUPER__4.1128 ENSG00000277858.2
velifer_evm.TU.SUPER__4.1130 ENSG00000168939.1
velifer_evm.TU.SUPER__4.1132 ENSG00000198455.1
velifer_evm.TU.SUPER__4.1133 ENSG00000198455.2
velifer_evm.TU.SUPER__4.1135 ENSG00000087338.2
velifer_evm.TU.SUPER__4.1136 ENSG00000165591.1
velifer_evm.TU.SUPER__4.1138 ENSG00000186787.1
velifer_evm.TU.SUPER__4.1139 ENSG00000186787.2
velifer_evm.TU.SUPER__4.114 ENSG00000105323.2
velifer_evm.TU.SUPER__4.1140 ENSG00000186787.3
velifer_evm.TU.SUPER__4.1141 ENSG00000204271.1
velifer_evm.TU.SUPER__4.1142 ENSG00000204272.1
velifer_evm.TU.SUPER__4.1143 ENSG00000178695.2
velifer_evm.TU.SUPER__4.1144 ENSG00000100227.2
velifer_evm.TU.SUPER__4.1145 ENSG00000188021.1
velifer_evm.TU.SUPER__4.1147 ENSG00000102349.1
velifer_evm.TU.SUPER__4.1148 ENSG00000083750.1
velifer_evm.TU.SUPER__4.1149 ENSG00000187601.1
velifer_evm.TU.SUPER__4.1150 ENSG00000247746.1
velifer_evm.TU.SUPER__4.1152 ENSG00000158639.2
velifer_evm.TU.SUPER__4.1154 ENSG00000204279.1
velifer_evm.TU.SUPER__4.1155 ENSG00000204279.2
velifer_evm.TU.SUPER__4.1157 ENSG00000169188.1
velifer_evm.TU.SUPER__4.1158 ENSG00000158571.1
velifer_evm.TU.SUPER__4.1159 ENSG00000067445.1
velifer_evm.TU.SUPER__4.1160 ENSG00000102313.1
velifer_evm.TU.SUPER__4.1161 ENSG00000102316.1
velifer_evm.TU.SUPER__4.1163 ENSG00000102313.2
velifer_evm.TU.SUPER__4.1165 ENSG00000102302.1
velifer_evm.TU.SUPER__4.1167 ENSG00000158526.1
velifer_evm.TU.SUPER__4.117 ENSG00000084090.2
velifer_evm.TU.SUPER__4.1170 ENSG00000184083.1
velifer_evm.TU.SUPER__4.1171 ENSG00000172943.1
velifer_evm.TU.SUPER__4.1175 ENSG00000086758.1
velifer_evm.TU.SUPER__4.1176 ENSG00000072506.2
velifer_evm.TU.SUPER__4.1177 ENSG00000158423.1
velifer_evm.TU.SUPER__4.1178 ENSG00000072501.1
velifer_evm.TU.SUPER__4.1179 ENSG00000124313.1
velifer_evm.TU.SUPER__4.118 ENSG00000189401.1
velifer_evm.TU.SUPER__4.1181 ENSG00000184205.1
velifer_evm.TU.SUPER__4.1182 ENSG00000184194.1
velifer_evm.TU.SUPER__4.1187 ENSG00000204279.3
velifer_evm.TU.SUPER__4.1188 ENSG00000268350.2
velifer_evm.TU.SUPER__4.119 ENSG00000123131.1
velifer_evm.TU.SUPER__4.1190 ENSG00000187243.2
velifer_evm.TU.SUPER__4.1197 ENSG00000189369.1
velifer_evm.TU.SUPER__4.1199 ENSG00000283093.1
velifer_evm.TU.SUPER__4.12 ENSG00000087510.2
velifer_evm.TU.SUPER__4.120 ENSG00000123130.1
velifer_evm.TU.SUPER__4.1201 ENSG00000102145.2
velifer_evm.TU.SUPER__4.1203 ENSG00000187690.1
velifer_evm.TU.SUPER__4.1205 ENSG00000122824.2
velifer_evm.TU.SUPER__4.1206 ENSG00000130385.1
velifer_evm.TU.SUPER__4.1208 ENSG00000158352.1
velifer_evm.TU.SUPER__4.121 ENSG00000156030.2
velifer_evm.TU.SUPER__4.1211 ENSG00000274588.1
velifer_evm.TU.SUPER__4.1212 ENSG00000147082.2
velifer_evm.TU.SUPER__4.1213 ENSG00000147081.1
velifer_evm.TU.SUPER__4.1215 ENSG00000071894.2
velifer_evm.TU.SUPER__4.1216 ENSG00000273820.1
velifer_evm.TU.SUPER__4.1218 ENSG00000049769.1
velifer_evm.TU.SUPER__4.122 ENSG00000130066.2
velifer_evm.TU.SUPER__4.1220 ENSG00000101997.1
velifer_evm.TU.SUPER__4.1221 ENSG00000102001.1
velifer_evm.TU.SUPER__4.1222 ENSG00000102003.1
velifer_evm.TU.SUPER__4.1223 ENSG00000012211.1
velifer_evm.TU.SUPER__4.1224 ENSG00000102007.1
velifer_evm.TU.SUPER__4.1225 ENSG00000269313.1
velifer_evm.TU.SUPER__4.1226 ENSG00000068394.2
velifer_evm.TU.SUPER__4.1229 ENSG00000243279.1
velifer_evm.TU.SUPER__4.123 ENSG00000184831.1
velifer_evm.TU.SUPER__4.1231 ENSG00000068323.1
velifer_evm.TU.SUPER__4.1232 ENSG00000068400.1
velifer_evm.TU.SUPER__4.1233 ENSG00000102057.1
velifer_evm.TU.SUPER__4.1234 ENSG00000068308.1
velifer_evm.TU.SUPER__4.1237 ENSG00000102103.1
velifer_evm.TU.SUPER__4.1239 ENSG00000102109.1
velifer_evm.TU.SUPER__4.1240 ENSG00000187682.1
velifer_evm.TU.SUPER__4.1241 ENSG00000094631.1
velifer_evm.TU.SUPER__4.1242 ENSG00000102145.3
velifer_evm.TU.SUPER__4.1243 ENSG00000171433.1
velifer_evm.TU.SUPER__4.1246 ENSG00000015285.1
velifer_evm.TU.SUPER__4.1247 ENSG00000101940.1
velifer_evm.TU.SUPER__4.1248 ENSG00000102317.1
velifer_evm.TU.SUPER__4.1249 ENSG00000068354.1
velifer_evm.TU.SUPER__4.125 ENSG00000144713.8
velifer_evm.TU.SUPER__4.1250 ENSG00000147155.1
velifer_evm.TU.SUPER__4.1251 ENSG00000102312.1
velifer_evm.TU.SUPER__4.1252 ENSG00000068438.2
velifer_evm.TU.SUPER__4.1253 ENSG00000017483.1
velifer_evm.TU.SUPER__4.1257 ENSG00000171489.1
velifer_evm.TU.SUPER__4.126 ENSG00000174010.3
velifer_evm.TU.SUPER__4.1262 ENSG00000126767.1
velifer_evm.TU.SUPER__4.1263 ENSG00000126759.1
velifer_evm.TU.SUPER__4.1264 ENSG00000008056.2
velifer_evm.TU.SUPER__4.1265 ENSG00000078061.1
velifer_evm.TU.SUPER__4.1268 ENSG00000084207.2
velifer_evm.TU.SUPER__4.127 ENSG00000130741.4
velifer_evm.TU.SUPER__4.1273 ENSG00000130985.1
velifer_evm.TU.SUPER__4.1274 ENSG00000182872.1
velifer_evm.TU.SUPER__4.1275 ENSG00000147123.2
velifer_evm.TU.SUPER__4.1276 ENSG00000130988.1
velifer_evm.TU.SUPER__4.1277 ENSG00000164049.2
velifer_evm.TU.SUPER__4.1278 ENSG00000102221.1
velifer_evm.TU.SUPER__4.128 ENSG00000142453.2
velifer_evm.TU.SUPER__4.1280 ENSG00000102218.1
velifer_evm.TU.SUPER__4.1281 ENSG00000103264.107
velifer_evm.TU.SUPER__4.1282 ENSG00000065923.2
velifer_evm.TU.SUPER__4.1284 ENSG00000147119.1
velifer_evm.TU.SUPER__4.1285 ENSG00000251192.1
velifer_evm.TU.SUPER__4.1286 ENSG00000212993.1
velifer_evm.TU.SUPER__4.1287 ENSG00000147113.1
velifer_evm.TU.SUPER__4.1288 ENSG00000147050.2
velifer_evm.TU.SUPER__4.1289 ENSG00000167065.2
velifer_evm.TU.SUPER__4.129 ENSG00000005889.2
velifer_evm.TU.SUPER__4.1291 ENSG00000141867.1
velifer_evm.TU.SUPER__4.1292 ENSG00000069509.1
velifer_evm.TU.SUPER__4.1294 ENSG00000183690.1
velifer_evm.TU.SUPER__4.1295 ENSG00000102145.4
velifer_evm.TU.SUPER__4.1297 ENSG00000102145.5
velifer_evm.TU.SUPER__4.1299 ENSG00000124479.1
velifer_evm.TU.SUPER__4.13 ENSG00000087510.3
velifer_evm.TU.SUPER__4.130 ENSG00000111328.5
velifer_evm.TU.SUPER__4.1300 ENSG00000102145.6
velifer_evm.TU.SUPER__4.1301 ENSG00000102145.7
velifer_evm.TU.SUPER__4.1302 ENSG00000069535.1
velifer_evm.TU.SUPER__4.1304 ENSG00000189221.1
velifer_evm.TU.SUPER__4.1305 ENSG00000184735.1
velifer_evm.TU.SUPER__4.1306 ENSG00000102145.8
velifer_evm.TU.SUPER__4.1307 ENSG00000102145.9
velifer_evm.TU.SUPER__4.1308 ENSG00000102055.1
velifer_evm.TU.SUPER__4.1312 ENSG00000188937.1
velifer_evm.TU.SUPER__4.1313 ENSG00000102145.10
velifer_evm.TU.SUPER__4.1314 ENSG00000102145.11
velifer_evm.TU.SUPER__4.1315 ENSG00000102145.12
velifer_evm.TU.SUPER__4.1316 ENSG00000102145.13
velifer_evm.TU.SUPER__4.1317 ENSG00000102145.14
velifer_evm.TU.SUPER__4.1318 ENSG00000102145.15
velifer_evm.TU.SUPER__4.1319 ENSG00000102145.16
velifer_evm.TU.SUPER__4.132 ENSG00000223611.1
velifer_evm.TU.SUPER__4.1320 ENSG00000102145.17
velifer_evm.TU.SUPER__4.1322 ENSG00000124486.2
velifer_evm.TU.SUPER__4.1324 ENSG00000185753.1
velifer_evm.TU.SUPER__4.1325 ENSG00000238205.1
velifer_evm.TU.SUPER__4.1326 ENSG00000182220.2
velifer_evm.TU.SUPER__4.1328 ENSG00000102145.18
velifer_evm.TU.SUPER__4.133 ENSG00000223611.2
velifer_evm.TU.SUPER__4.1335 ENSG00000102145.19
velifer_evm.TU.SUPER__4.1336 ENSG00000165175.1
velifer_evm.TU.SUPER__4.1337 ENSG00000156298.1
velifer_evm.TU.SUPER__4.1338 ENSG00000036473.1
velifer_evm.TU.SUPER__4.1339 ENSG00000156313.1
velifer_evm.TU.SUPER__4.134 ENSG00000067992.1
velifer_evm.TU.SUPER__4.1340 ENSG00000101955.1
velifer_evm.TU.SUPER__4.135 ENSG00000102230.1
velifer_evm.TU.SUPER__4.137 ENSG00000004848.2
velifer_evm.TU.SUPER__4.138 ENSG00000130227.1
velifer_evm.TU.SUPER__4.147 ENSG00000176774.1
velifer_evm.TU.SUPER__4.148 ENSG00000214107.1
velifer_evm.TU.SUPER__4.149 ENSG00000182798.1
velifer_evm.TU.SUPER__4.150 ENSG00000214107.2
velifer_evm.TU.SUPER__4.151 ENSG00000198798.1
velifer_evm.TU.SUPER__4.152 ENSG00000198798.2
velifer_evm.TU.SUPER__4.154 ENSG00000005339.16
velifer_evm.TU.SUPER__4.155 ENSG00000176774.2
velifer_evm.TU.SUPER__4.156 ENSG00000177689.1
velifer_evm.TU.SUPER__4.157 ENSG00000165671.2
velifer_evm.TU.SUPER__4.159 ENSG00000132716.2
velifer_evm.TU.SUPER__4.161 ENSG00000132716.3
velifer_evm.TU.SUPER__4.163 ENSG00000182798.2
velifer_evm.TU.SUPER__4.164 ENSG00000132522.2
velifer_evm.TU.SUPER__4.166 ENSG00000089157.8
velifer_evm.TU.SUPER__4.167 ENSG00000113712.2
velifer_evm.TU.SUPER__4.168 ENSG00000169306.1
velifer_evm.TU.SUPER__4.169 ENSG00000183439.5
velifer_evm.TU.SUPER__4.170 ENSG00000120289.1
velifer_evm.TU.SUPER__4.171 ENSG00000120289.2
velifer_evm.TU.SUPER__4.172 ENSG00000120289.3
velifer_evm.TU.SUPER__4.173 ENSG00000120289.4
velifer_evm.TU.SUPER__4.174 ENSG00000198798.3
velifer_evm.TU.SUPER__4.175 ENSG00000169297.1
velifer_evm.TU.SUPER__4.177 ENSG00000120280.1
velifer_evm.TU.SUPER__4.179 ENSG00000157625.1
velifer_evm.TU.SUPER__4.180 ENSG00000167996.2
velifer_evm.TU.SUPER__4.181 ENSG00000163435.2
velifer_evm.TU.SUPER__4.182 ENSG00000198947.1
velifer_evm.TU.SUPER__4.184 ENSG00000198947.2
velifer_evm.TU.SUPER__4.186 ENSG00000177202.2
velifer_evm.TU.SUPER__4.187 ENSG00000136280.2
velifer_evm.TU.SUPER__4.189 ENSG00000167065.3
velifer_evm.TU.SUPER__4.19 ENSG00000169933.1
velifer_evm.TU.SUPER__4.190 ENSG00000177202.3
velifer_evm.TU.SUPER__4.191 ENSG00000137154.3
velifer_evm.TU.SUPER__4.193 ENSG00000189157.2
velifer_evm.TU.SUPER__4.194 ENSG00000161547.2
velifer_evm.TU.SUPER__4.196 ENSG00000189157.3
velifer_evm.TU.SUPER__4.197 ENSG00000140105.2
velifer_evm.TU.SUPER__4.198 ENSG00000167996.3
velifer_evm.TU.SUPER__4.199 ENSG00000185448.1
velifer_evm.TU.SUPER__4.2 ENSG00000073464.2
velifer_evm.TU.SUPER__4.20 ENSG00000101911.3
velifer_evm.TU.SUPER__4.200 ENSG00000140105.3
velifer_evm.TU.SUPER__4.201 ENSG00000272414.1
velifer_evm.TU.SUPER__4.202 ENSG00000167996.4
velifer_evm.TU.SUPER__4.203 ENSG00000185448.2
velifer_evm.TU.SUPER__4.204 ENSG00000167996.5
velifer_evm.TU.SUPER__4.205 ENSG00000272414.2
velifer_evm.TU.SUPER__4.206 ENSG00000147027.1
velifer_evm.TU.SUPER__4.207 ENSG00000146701.1
velifer_evm.TU.SUPER__4.21 ENSG00000196664.1
velifer_evm.TU.SUPER__4.210 ENSG00000072609.2
velifer_evm.TU.SUPER__4.211 ENSG00000160075.2
velifer_evm.TU.SUPER__4.212 ENSG00000171798.2
velifer_evm.TU.SUPER__4.214 ENSG00000171680.5
velifer_evm.TU.SUPER__4.218 ENSG00000131914.2
velifer_evm.TU.SUPER__4.219 ENSG00000163950.2
velifer_evm.TU.SUPER__4.22 ENSG00000101916.2
velifer_evm.TU.SUPER__4.222 ENSG00000165164.2
velifer_evm.TU.SUPER__4.223 ENSG00000177202.4
velifer_evm.TU.SUPER__4.224 ENSG00000177971.2
velifer_evm.TU.SUPER__4.225 ENSG00000160075.3
velifer_evm.TU.SUPER__4.228 ENSG00000179918.2
velifer_evm.TU.SUPER__4.23 ENSG00000205542.5
velifer_evm.TU.SUPER__4.231 ENSG00000119616.2
velifer_evm.TU.SUPER__4.232 ENSG00000108107.6
velifer_evm.TU.SUPER__4.238 ENSG00000102271.1
velifer_evm.TU.SUPER__4.239 ENSG00000184752.2
velifer_evm.TU.SUPER__4.240 ENSG00000115484.2
velifer_evm.TU.SUPER__4.241 ENSG00000140044.13
velifer_evm.TU.SUPER__4.243 ENSG00000189157.4
velifer_evm.TU.SUPER__4.245 ENSG00000188419.1
velifer_evm.TU.SUPER__4.246 ENSG00000124429.1
velifer_evm.TU.SUPER__4.250 ENSG00000149970.1
velifer_evm.TU.SUPER__4.252 ENSG00000288520.1
velifer_evm.TU.SUPER__4.253 ENSG00000165259.1
velifer_evm.TU.SUPER__4.254 ENSG00000072133.1
velifer_evm.TU.SUPER__4.255 ENSG00000183035.1
velifer_evm.TU.SUPER__4.256 ENSG00000196767.1
velifer_evm.TU.SUPER__4.263 ENSG00000118181.4
velifer_evm.TU.SUPER__4.264 ENSG00000120280.2
velifer_evm.TU.SUPER__4.265 ENSG00000131171.1
velifer_evm.TU.SUPER__4.266 ENSG00000165678.2
velifer_evm.TU.SUPER__4.267 ENSG00000198157.1
velifer_evm.TU.SUPER__4.271 ENSG00000121897.2
velifer_evm.TU.SUPER__4.272 ENSG00000165288.1
velifer_evm.TU.SUPER__4.273 ENSG00000174016.1
velifer_evm.TU.SUPER__4.274 ENSG00000255112.2
velifer_evm.TU.SUPER__4.275 ENSG00000122145.1
velifer_evm.TU.SUPER__4.281 ENSG00000078596.1
velifer_evm.TU.SUPER__4.282 ENSG00000147138.1
velifer_evm.TU.SUPER__4.283 ENSG00000078589.2
velifer_evm.TU.SUPER__4.285 ENSG00000147145.1
velifer_evm.TU.SUPER__4.287 ENSG00000179300.1
velifer_evm.TU.SUPER__4.288 ENSG00000242265.2
velifer_evm.TU.SUPER__4.289 ENSG00000186063.2
velifer_evm.TU.SUPER__4.29 ENSG00000198759.1
velifer_evm.TU.SUPER__4.290 ENSG00000173198.1
velifer_evm.TU.SUPER__4.293 ENSG00000187325.1
velifer_evm.TU.SUPER__4.294 ENSG00000102144.2
velifer_evm.TU.SUPER__4.295 ENSG00000196664.2
velifer_evm.TU.SUPER__4.297 ENSG00000131174.1
velifer_evm.TU.SUPER__4.298 ENSG00000137818.7
velifer_evm.TU.SUPER__4.300 ENSG00000085224.1
velifer_evm.TU.SUPER__4.301 ENSG00000196468.1
velifer_evm.TU.SUPER__4.302 ENSG00000144713.9
velifer_evm.TU.SUPER__4.303 ENSG00000142864.2
velifer_evm.TU.SUPER__4.304 ENSG00000067606.2
velifer_evm.TU.SUPER__4.305 ENSG00000113597.2
velifer_evm.TU.SUPER__4.306 ENSG00000087338.3
velifer_evm.TU.SUPER__4.307 ENSG00000060138.2
velifer_evm.TU.SUPER__4.308 ENSG00000198901.2
velifer_evm.TU.SUPER__4.309 ENSG00000060138.3
velifer_evm.TU.SUPER__4.31 ENSG00000123595.1
velifer_evm.TU.SUPER__4.310 ENSG00000087338.4
velifer_evm.TU.SUPER__4.311 ENSG00000186767.1
velifer_evm.TU.SUPER__4.312 ENSG00000124535.5
velifer_evm.TU.SUPER__4.313 ENSG00000102755.2
velifer_evm.TU.SUPER__4.316 ENSG00000232112.2
velifer_evm.TU.SUPER__4.318 ENSG00000087302.2
velifer_evm.TU.SUPER__4.319 ENSG00000156508.4
velifer_evm.TU.SUPER__4.323 ENSG00000126970.1
velifer_evm.TU.SUPER__4.324 ENSG00000165629.2
velifer_evm.TU.SUPER__4.326 ENSG00000236287.2
velifer_evm.TU.SUPER__4.327 ENSG00000102053.1
velifer_evm.TU.SUPER__4.328 ENSG00000001497.1
velifer_evm.TU.SUPER__4.329 ENSG00000166006.2
velifer_evm.TU.SUPER__4.33 ENSG00000046651.2
velifer_evm.TU.SUPER__4.332 ENSG00000137492.4
velifer_evm.TU.SUPER__4.333 ENSG00000089472.1
velifer_evm.TU.SUPER__4.334 ENSG00000123901.3
velifer_evm.TU.SUPER__4.335 ENSG00000169714.3
velifer_evm.TU.SUPER__4.336 ENSG00000102383.1
velifer_evm.TU.SUPER__4.338 ENSG00000094841.1
velifer_evm.TU.SUPER__4.339 ENSG00000131269.1
velifer_evm.TU.SUPER__4.34 ENSG00000046653.1
velifer_evm.TU.SUPER__4.341 ENSG00000203907.3
velifer_evm.TU.SUPER__4.342 ENSG00000050030.1
velifer_evm.TU.SUPER__4.344 ENSG00000131263.2
velifer_evm.TU.SUPER__4.345 ENSG00000147100.1
velifer_evm.TU.SUPER__4.348 ENSG00000123130.2
velifer_evm.TU.SUPER__4.349 ENSG00000100030.2
velifer_evm.TU.SUPER__4.35 ENSG00000046647.3
velifer_evm.TU.SUPER__4.350 ENSG00000134249.2
velifer_evm.TU.SUPER__4.351 ENSG00000131966.2
velifer_evm.TU.SUPER__4.355 ENSG00000085719.2
velifer_evm.TU.SUPER__4.357 ENSG00000169083.1
velifer_evm.TU.SUPER__4.358 ENSG00000182180.2
velifer_evm.TU.SUPER__4.36 ENSG00000146457.1
velifer_evm.TU.SUPER__4.362 ENSG00000156508.5
velifer_evm.TU.SUPER__4.363 ENSG00000079482.1
velifer_evm.TU.SUPER__4.364 ENSG00000221886.2
velifer_evm.TU.SUPER__4.366 ENSG00000181704.1
velifer_evm.TU.SUPER__4.367 ENSG00000157259.2
velifer_evm.TU.SUPER__4.368 ENSG00000130052.1
velifer_evm.TU.SUPER__4.369 ENSG00000090776.1
velifer_evm.TU.SUPER__4.37 ENSG00000101958.1
velifer_evm.TU.SUPER__4.371 ENSG00000125503.13
velifer_evm.TU.SUPER__4.376 ENSG00000130054.1
velifer_evm.TU.SUPER__4.380 ENSG00000196470.3
velifer_evm.TU.SUPER__4.381 ENSG00000242110.1
velifer_evm.TU.SUPER__4.384 ENSG00000158813.2
velifer_evm.TU.SUPER__4.386 ENSG00000189401.2
velifer_evm.TU.SUPER__4.387 ENSG00000189401.3
velifer_evm.TU.SUPER__4.388 ENSG00000089289.2
velifer_evm.TU.SUPER__4.389 ENSG00000184210.1
velifer_evm.TU.SUPER__4.390 ENSG00000204195.1
velifer_evm.TU.SUPER__4.394 ENSG00000120509.1
velifer_evm.TU.SUPER__4.395 ENSG00000090889.1
velifer_evm.TU.SUPER__4.396 ENSG00000130055.1
velifer_evm.TU.SUPER__4.397 ENSG00000082458.1
velifer_evm.TU.SUPER__4.398 ENSG00000120498.1
velifer_evm.TU.SUPER__4.399 ENSG00000165349.4
velifer_evm.TU.SUPER__4.4 ENSG00000101871.1
velifer_evm.TU.SUPER__4.400 ENSG00000138326.7
velifer_evm.TU.SUPER__4.401 ENSG00000165186.3
velifer_evm.TU.SUPER__4.402 ENSG00000185798.2
velifer_evm.TU.SUPER__4.403 ENSG00000147164.1
velifer_evm.TU.SUPER__4.404 ENSG00000184481.1
velifer_evm.TU.SUPER__4.405 ENSG00000204165.1
velifer_evm.TU.SUPER__4.406 ENSG00000147168.1
velifer_evm.TU.SUPER__4.407 ENSG00000184634.1
velifer_evm.TU.SUPER__4.41 ENSG00000102048.1
velifer_evm.TU.SUPER__4.410 ENSG00000169562.1
velifer_evm.TU.SUPER__4.411 ENSG00000147130.1
velifer_evm.TU.SUPER__4.412 ENSG00000166847.1
velifer_evm.TU.SUPER__4.413 ENSG00000147140.1
velifer_evm.TU.SUPER__4.414 ENSG00000147166.1
velifer_evm.TU.SUPER__4.415 ENSG00000177105.2
velifer_evm.TU.SUPER__4.416 ENSG00000147133.5
velifer_evm.TU.SUPER__4.418 ENSG00000116459.2
velifer_evm.TU.SUPER__4.419 ENSG00000147162.1
velifer_evm.TU.SUPER__4.420 ENSG00000147174.1
velifer_evm.TU.SUPER__4.421 ENSG00000186810.1
velifer_evm.TU.SUPER__4.422 ENSG00000215115.2
velifer_evm.TU.SUPER__4.423 ENSG00000138617.2
velifer_evm.TU.SUPER__4.424 ENSG00000215115.3
velifer_evm.TU.SUPER__4.425 ENSG00000204131.2
velifer_evm.TU.SUPER__4.427 ENSG00000186871.1
velifer_evm.TU.SUPER__4.428 ENSG00000198034.9
velifer_evm.TU.SUPER__4.43 ENSG00000165192.1
velifer_evm.TU.SUPER__4.433 ENSG00000186462.1
velifer_evm.TU.SUPER__4.434 ENSG00000186288.1
velifer_evm.TU.SUPER__4.436 ENSG00000186288.2
velifer_evm.TU.SUPER__4.44 ENSG00000165195.1
velifer_evm.TU.SUPER__4.440 ENSG00000204116.1
velifer_evm.TU.SUPER__4.441 ENSG00000130204.2
velifer_evm.TU.SUPER__4.443 ENSG00000143252.2
velifer_evm.TU.SUPER__4.446 ENSG00000175087.2
velifer_evm.TU.SUPER__4.447 ENSG00000178996.1
velifer_evm.TU.SUPER__4.45 ENSG00000165197.1
velifer_evm.TU.SUPER__4.450 ENSG00000102390.1
velifer_evm.TU.SUPER__4.453 ENSG00000171314.2
velifer_evm.TU.SUPER__4.454 ENSG00000153339.1
velifer_evm.TU.SUPER__4.457 ENSG00000147036.1
